96.2,21.5,true,false,false,2024-06-24T18:56:21.472312300
46.2,21.5,true,false,false,2024-06-24T18:56:40.678032600
46.2,21.5,true,false,false,2024-06-24T18:56:40.712146300
46.2,21.5,true,false,false,2024-06-24T18:56:41.743083800
46.2,21.5,true,false,false,2024-06-24T18:57:36.658017100
15.6,21.5,true,false,false,2024-06-24T18:57:45.009450
15.6,21.5,true,false,false,2024-06-24T18:57:45.043213600
15.6,16.5,true,false,false,2024-06-24T18:57:47.718920300
15.6,16.5,true,false,false,2024-06-24T18:57:47.747130700
15.6,16.5,true,false,false,2024-06-24T19:00:44.795291100
15.6,16.5,true,false,false,2024-06-24T19:00:52.980444800
15.6,16.5,false,true,false,2024-06-24T19:00:57.692520400
15.6,16.5,false,true,false,2024-06-24T19:41:36.961945100
44.1,16.5,false,true,false,2024-06-24T19:41:40.316824900
44.1,16.5,false,true,false,2024-06-24T19:41:40.348985400
44.1,10.3,false,true,false,2024-06-24T19:41:42.220265
44.1,10.3,false,true,false,2024-06-24T19:41:42.258520900
44.1,14.0,false,true,false,2024-06-24T19:41:44.769256900
44.1,14.0,false,true,false,2024-06-24T19:41:44.802005300
44.1,14.0,false,true,false,2024-06-24T19:41:48.338663
44.1,14.0,false,true,false,2024-06-24T19:43:07.515002900
44.1,14.0,false,false,true,2024-06-24T19:43:16.062562600
44.1,14.0,false,false,true,2024-06-24T19:43:32.568493200
17.2,14.0,false,false,true,2024-06-24T19:43:40.340241400
17.2,14.0,false,false,true,2024-06-24T19:43:40.376045200
17.2,18.7,false,false,true,2024-06-24T19:43:42.108086800
17.2,18.7,false,false,true,2024-06-24T19:43:42.132508200
17.2,18.7,false,false,true,2024-06-24T19:43:42.932444300
17.2,18.7,false,false,true,2024-06-24T19:51:09.867202
17.2,18.7,false,false,true,2024-06-24T19:51:14.987146700
17.2,18.7,false,false,true,2024-06-24T19:51:19.316959800
17.2,18.7,false,false,true,2024-06-24T19:51:20.260745200
17.2,18.7,false,false,true,2024-06-24T19:51:55.987234600
17.2,18.7,false,false,true,2024-06-24T19:51:57.528267400
17.2,18.7,false,false,true,2024-06-24T19:55:14.034376
17.2,18.7,false,false,true,2024-06-24T19:55:19.086618600
17.2,18.7,false,false,true,2024-06-24T19:56:37.438924500
17.2,18.7,false,false,true,2024-06-24T19:56:39.123106
17.2,18.7,false,false,true,2024-06-24T19:56:47.322567100
17.2,18.7,true,true,false,2024-06-24T19:56:56.187180900
17.2,18.7,true,true,false,2024-06-24T19:57:02.011973
17.2,18.7,true,true,false,2024-06-24T19:57:02.808672400
17.2,18.7,true,true,false,2024-06-24T19:57:05.756122
17.2,18.7,true,true,false,2024-06-24T19:57:06.660115200
17.2,18.7,true,true,false,2024-06-24T19:57:10.561163300
17.2,18.7,true,true,false,2024-06-24T19:57:16.353147200
17.2,18.7,true,true,false,2024-06-24T19:57:18.525302300
17.2,18.7,true,true,false,2024-06-24T19:57:20.363250100
17.2,18.7,true,true,false,2024-06-24T19:57:21.289271500
17.2,18.7,true,true,false,2024-06-24T19:57:23.113598400
17.2,18.7,true,true,false,2024-06-24T19:57:24.089448
17.2,18.7,true,true,false,2024-06-24T19:57:25.070895900
17.2,18.7,true,true,false,2024-06-24T19:57:28.133110100
17.2,18.7,true,true,false,2024-06-24T19:57:30.104004400
17.2,18.7,true,true,false,2024-06-24T19:57:30.835689800
17.2,18.7,true,true,false,2024-06-24T19:57:49.233294500
17.2,18.7,true,true,false,2024-06-24T19:57:50.492131800
17.2,18.7,true,true,false,2024-06-24T19:57:51.402286900
17.2,18.7,true,true,false,2024-06-24T19:57:52.088021700
17.2,18.7,true,true,false,2024-06-24T19:57:54.514925
17.2,18.7,true,true,false,2024-06-24T19:58:13.102338200
17.2,13.5,true,true,false,2024-06-24T19:58:17.509739100
17.2,13.5,true,true,false,2024-06-24T19:58:17.540511100
17.2,13.5,true,true,false,2024-06-24T19:58:19.955211700
17.2,13.5,true,true,false,2024-06-24T19:58:42.091996900
17.2,13.5,true,true,false,2024-06-24T19:58:44.954067300
17.2,13.5,true,true,false,2024-06-24T19:58:46.058452
17.2,13.5,true,true,false,2024-06-24T19:59:31.519067700
